,Item,SubjectID,RT,ACC,spkr,correct_response,confusable,word1,word2,gender_order,context,phoneme_pair_ordered,phoneme_pair,pu,vvl,list
6696,374,212,967.4,1,L2,0,N,4005,4604,fm,M,h-q,h-q,0,0,a
6697,374,216,821.73,1,L2,0,N,4005,4604,fm,M,h-q,h-q,0,0,a
6698,374,210,1154.68,1,L2,0,N,4005,4604,fm,M,h-q,h-q,0,0,a
6699,374,259,880.64,1,NS,0,N,4005,4604,fm,M,h-q,h-q,0,0,a
6700,374,202,795.58,1,L2,0,N,4005,4604,fm,M,h-q,h-q,0,0,a
6701,374,200,1267.91,1,L2,0,N,4005,4604,fm,M,h-q,h-q,0,0,a
6702,374,253,722.88,1,NS,0,N,4005,4604,fm,M,h-q,h-q,0,0,a
6703,374,257,1006.01,1,NS,0,N,4005,4604,fm,M,h-q,h-q,0,0,a
6704,375,251,809.08,1,NS,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6705,375,200,1030.41,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6706,375,259,1340.56,1,NS,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6707,375,212,793.76,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6708,375,212,1059.8,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6709,375,214,1123.86,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6710,375,262,1195.64,1,NS,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6711,375,210,928.42,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6712,375,257,1782.82,1,NS,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6713,375,208,1348.28,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6714,375,259,1033.3,1,NS,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6715,375,261,1129.99,1,NS,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6716,375,208,946.62,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6717,375,257,1986.34,1,NS,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6718,375,202,967.68,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6719,375,206,903.41,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6720,375,251,986.39,1,NS,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6721,375,210,899.2,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6722,375,206,854.51,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6723,375,262,1142.14,1,NS,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6724,375,204,1231.86,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6725,375,216,853.86,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6726,375,253,1249.07,1,NS,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6727,375,261,845.39,1,NS,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6728,375,216,988.91,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6729,375,202,855.39,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6730,375,214,896.71,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6731,375,255,1455.99,1,NS,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6732,375,204,1393.91,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6733,375,200,1340.99,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6734,375,218,931.46,1,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6735,375,218,1274.94,0,L2,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6736,375,253,1170.81,1,NS,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6737,375,255,1143.77,1,NS,0,N,4005,4405,fm,M,h-z,h-z,0,0,a
6738,376,257,1326.47,1,NS,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6739,376,255,1252.94,1,NS,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6740,376,200,1169.14,0,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6741,376,253,1598.65,0,NS,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6742,376,214,731.7,0,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6743,376,210,777.56,0,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6744,376,216,777.98,0,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6745,376,251,642.77,1,NS,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6746,376,204,1404.25,0,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6747,376,206,698.05,0,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6748,376,218,644.23,0,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6749,376,208,738.95,0,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6750,376,200,1041.18,0,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6751,376,261,1409.78,1,NS,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6752,376,251,1300.71,1,NS,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6753,376,259,806.44,1,NS,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6754,376,262,729.68,0,NS,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6755,376,259,1413.51,1,NS,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6756,376,204,1349.64,0,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6757,376,202,623.69,0,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6758,376,208,1124.92,1,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6759,376,216,737.09,1,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6760,376,257,1406.38,1,NS,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6761,376,214,818.37,0,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6762,376,210,970.82,0,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6763,376,212,949.37,0,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6764,376,218,724.78,0,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6765,376,202,779.1,0,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6766,376,261,997.29,1,NS,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6767,376,206,1182.08,0,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6768,376,262,1069.35,0,NS,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6769,376,212,720.54,0,L2,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6770,376,255,968.8,1,NS,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6771,376,253,668.59,0,NS,0,N,4005,4504,mf,M,h-h,hh-,0,0,a
6772,377,210,1104.75,1,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6773,377,208,777.08,1,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6774,377,218,898.86,1,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6775,377,200,1045.47,1,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6776,377,255,1066.13,1,NS,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6777,377,200,1124.78,1,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6778,377,212,655.38,1,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6779,377,261,1029.18,1,NS,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6780,377,262,1603.49,1,NS,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6781,377,216,778.71,1,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6782,377,257,1711.85,1,NS,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6783,377,251,733.76,1,NS,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6784,377,214,1068.53,1,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6785,377,212,729.13,1,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6786,377,255,1069.27,1,NS,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6787,377,253,1073.56,1,NS,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6788,377,216,715.18,1,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6789,377,262,1121.14,1,NS,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6790,377,214,871.32,1,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6791,377,257,1130.01,1,NS,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6792,377,206,893.93,1,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6793,377,202,1004.93,1,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6794,377,218,1016.95,0,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6795,377,204,1232.74,1,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6796,377,204,1233.55,0,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6797,377,259,802.52,1,NS,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6798,377,210,663.4,1,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6799,377,202,803.86,1,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6800,377,251,902.19,1,NS,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6801,377,206,1069.62,1,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6802,377,253,1052.85,1,NS,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6803,377,259,612.23,1,NS,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6804,377,208,720.51,1,L2,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6805,377,261,888.71,1,NS,0,N,4005,4304,mf,M,h-s,h-s,0,0,a
6806,378,212,968.82,1,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6807,378,206,1235.1,1,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6808,378,257,1273.52,1,NS,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6809,378,251,1516.87,1,NS,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6810,378,210,1554.39,0,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6811,378,202,995.52,1,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6812,378,204,1116.85,1,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6813,378,218,1240.21,0,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6814,378,261,1542.84,1,NS,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6815,378,253,1148.37,0,NS,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6816,378,216,931.05,1,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6817,378,202,1195.76,1,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6818,378,208,941.26,0,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6819,378,257,1396.17,1,NS,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6820,378,251,1160.91,1,NS,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6821,378,261,1077.39,1,NS,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6822,378,214,1194.16,1,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6823,378,200,1222.35,0,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6824,378,212,958.25,1,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6825,378,216,778.81,0,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6826,378,259,1363.28,1,NS,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6827,378,259,1570.71,0,NS,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6828,378,262,1075.59,1,NS,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6829,378,208,1597.73,1,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6830,378,214,957.22,1,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6831,378,204,1308.06,1,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6832,378,210,1179.62,0,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6833,378,262,1062.6,1,NS,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6834,378,255,1434.5,1,NS,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6835,378,255,1289.99,1,NS,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6836,378,200,796.62,0,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6837,378,218,839.99,0,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6838,378,206,841.19,0,L2,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6839,378,253,1146.22,1,NS,0,N,4007,4806,fm,F,h-R,h-R,0,0,a
6840,379,218,686.22,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6841,379,204,1168.08,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6842,379,255,1170.2,1,NS,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6843,379,257,1510.55,1,NS,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6844,379,208,717.3,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6845,379,251,926.54,1,NS,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6846,379,202,780.36,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6847,379,253,1071.68,1,NS,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6848,379,216,777.92,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6849,379,259,832.29,1,NS,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6850,379,262,1498.62,1,NS,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6851,379,210,812.45,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6852,379,259,827.21,1,NS,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6853,379,214,722.43,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6854,379,218,636.85,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6855,379,251,841.32,1,NS,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6856,379,255,1200.45,1,NS,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6857,379,210,584.94,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6858,379,206,965.01,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6859,379,257,1000.29,1,NS,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6860,379,200,1423.89,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6861,379,214,1076.15,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6862,379,202,915.71,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6863,379,253,1323.29,1,NS,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6864,379,212,412.98,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6865,379,216,696.95,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6866,379,204,1191.06,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6867,379,212,445.67,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6868,379,261,1089.36,1,NS,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6869,379,200,765.7,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6870,379,262,1409.92,1,NS,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6871,379,261,705.77,1,NS,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6872,379,208,968.18,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6873,379,206,1033.37,1,L2,0,N,4007,4605b,fm,F,h-q,hq,0,0,a
6874,380,210,725,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6875,380,214,1176.07,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6876,380,200,707,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6877,380,259,800.69,1,NS,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6878,380,204,1294.77,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6879,380,208,946.47,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6880,380,257,1002.01,1,NS,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6881,380,255,1208.58,1,NS,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6882,380,216,718.04,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6883,380,208,750.21,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6884,380,257,1753.5,1,NS,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6885,380,251,1098.45,1,NS,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6886,380,204,1624.88,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6887,380,206,754.66,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6888,380,255,1177.39,1,NS,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6889,380,212,734.42,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6890,380,253,1616.32,1,NS,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6891,380,210,1209.2,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6892,380,259,1102.1,1,NS,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6893,380,262,1770.84,1,NS,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6894,380,212,658.96,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6895,380,200,1083.52,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6896,380,202,875.18,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6897,380,214,786.04,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6898,380,218,599.18,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6899,380,202,879.41,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6900,380,261,811.67,1,NS,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6901,380,216,878.56,0,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6902,380,253,1322.41,1,NS,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6903,380,218,928.04,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6904,380,262,1215.33,1,NS,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6905,380,206,900.4,1,L2,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6906,380,251,1067.55,1,NS,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6907,380,261,1630.8,1,NS,0,N,4007,4406,fm,F,h-z,h-z,0,0,a
6908,381,251,1104.98,1,NS,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6909,381,262,940.38,0,NS,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6910,381,214,1021.4,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6911,381,251,1196.26,1,NS,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6912,381,204,1179.64,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6913,381,206,1110.79,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6914,381,262,1937.15,0,NS,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6915,381,202,909.95,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6916,381,253,1169.26,0,NS,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6917,381,210,802.83,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6918,381,261,1520.6,0,NS,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6919,381,218,854.45,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6920,381,208,807.14,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6921,381,212,1244.96,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6922,381,206,1577.89,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6923,381,204,1225.37,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6924,381,257,1912.73,0,NS,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6925,381,210,1020.62,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6926,381,259,1860.75,1,NS,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6927,381,216,1137.16,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6928,381,216,942.08,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6929,381,200,1164.61,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6930,381,202,925.08,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6931,381,259,1222.26,1,NS,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6932,381,212,1068.83,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6933,381,255,1454.67,1,NS,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6934,381,218,967.25,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6935,381,200,1070.2,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6936,381,208,1048.62,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6937,381,214,1076.45,0,L2,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6938,381,261,1154.55,1,NS,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6939,381,257,1471.95,0,NS,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6940,381,253,1517.48,1,NS,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6941,381,255,1703.3,1,NS,0,N,4007,4505,mf,F,h-h,hh-,0,0,a
6942,382,214,1114.03,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6943,382,251,1042.38,1,NS,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6944,382,208,1275.14,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6945,382,210,994.61,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6946,382,253,1189.55,1,NS,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6947,382,206,1063.01,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6948,382,206,1240.68,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6949,382,257,1251.95,1,NS,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6950,382,212,858.07,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6951,382,200,1459.41,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6952,382,251,1169.9,1,NS,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6953,382,208,1092.01,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6954,382,253,917.3,1,NS,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6955,382,218,1235.07,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6956,382,210,998.69,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6957,382,259,1074.23,1,NS,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6958,382,261,1921.36,1,NS,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6959,382,255,1076.38,1,NS,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6960,382,212,923.63,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6961,382,200,1073.3,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6962,382,257,1843.09,0,NS,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6963,382,204,1615.67,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6964,382,262,1072.36,1,NS,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6965,382,214,949.7,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6966,382,218,1359.89,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6967,382,202,1206.75,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6968,382,261,1043.83,1,NS,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6969,382,216,857,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6970,382,259,1425.17,1,NS,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6971,382,216,955.53,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6972,382,262,1662.67,1,NS,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6973,382,202,801.38,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6974,382,204,1395.11,1,L2,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6975,382,255,1178.74,1,NS,0,N,4007,4305,mf,F,h-s,h-s,0,0,a
6976,383,255,1166.65,1,NS,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6977,383,218,679.53,1,L2,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6978,383,202,830.02,1,L2,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6979,383,208,1154.52,1,L2,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6980,383,214,1035.49,1,L2,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6981,383,212,932.74,1,L2,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6982,383,255,815.31,1,NS,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6983,383,206,972,1,L2,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6984,383,208,1585.04,1,L2,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6985,383,251,718.59,1,NS,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6986,383,214,820.49,1,L2,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6987,383,253,904.91,1,NS,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6988,383,204,1389.48,1,L2,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6989,383,204,1108.82,0,L2,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6990,383,259,827.02,1,NS,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6991,383,206,761.93,1,L2,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6992,383,257,1434.48,1,NS,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6993,383,253,843.21,1,NS,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6994,383,210,596.14,1,L2,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6995,383,212,643.29,1,L2,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6996,383,202,923.92,1,L2,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6997,383,210,1110.6,1,L2,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6998,383,216,775.88,1,L2,0,N,4303,4804,fm,I,sR,Rs,0,0,a
6999,383,216,635.34,1,L2,0,N,4303,4804,fm,I,sR,Rs,0,0,a
7000,383,261,1092.28,1,NS,0,N,4303,4804,fm,I,sR,Rs,0,0,a
7001,383,200,1292.92,1,L2,0,N,4303,4804,fm,I,sR,Rs,0,0,a
